cm_key,mvar1,mvar2,mvar3,mvar4,mvar5,mvar6,mvar7,mvar8,mvar9,mvar10,mvar11,mvar12,mvar13,mvar14,mvar15,mvar16,mvar17,mvar18,mvar19,mvar20,mvar21,mvar22,mvar23,mvar24,mvar25,mvar26,mvar27,mvar28,mvar29,mvar30,mvar31,mvar32,mvar33,mvar34,mvar35,mvar36,mvar37,mvar38,mvar39,mvar40,mvar41,mvar42,mvar43,mvar44,mvar45
72348,Charge      ,0,0,4,27,490,0.7969,0,2918974,0,1.5949,Unknown            ,7,1,0,182.05,43.12,87.79,86.49,443.25,549.3,234.99,288.3,1.06,94.89,65.62,30.33,219.16,363.9,295.93,441.93,11078.2,11488.57,11698.39,10997.01,15394.87,9255.85,11854.82,10637.17,0,0,0,0,0,0
72349,Charge      ,0,188179,3,355,1744,0.7969,0.3838,332766,1,3.7906,Personal services  ,11,1,1,1616,0,4557.98,709.3,247.12,0,758.66,0,651.88,878.82,513.03,1017.67,0,0,0,0,0,0,0,0,82442.77,75607.49,53091.53,61490.34,0,0,0,0,0,0
72350,Charge      ,0,0,4,21,190,1.7378,0,2918974,0,6.671,Misc services      ,16,1,0,0,17.81,0,47.66,348.3,0,111.68,16.69,0,0,0,0,0,0,0,0,0,0,0,0,162882.93,58254.85,51274.38,97743.92,0,0,0,0,0,0
72351,Charge      ,1,0,2,355,381,0.0372,0.1155,148030,0,2.5027,Social services    ,10,1,1,85.79,0,0,85.79,116.4,0,0,0,14.01,45.96,53.37,6.6,47.96,45.5,305.18,355.17,2939.78,2959.6,3245.53,4054.35,4981,2610.08,2773,3089.6,1,1,0,0,0,0
72352,Charge      ,0,36352,3,13,110,0.2159,0,2918974,0,6.9283,Unknown            ,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23313.16,12761.71,4543.24,8792.68,26794.95,2345.04,3300.15,7816.45,0,1,0,0,0,0
72353,Charge      ,4,0,1,63,2005,0.9089,0.1155,110922,1,4.8641,Finance            ,12,1,0,993.3,748.27,952.59,842.87,2389.07,852.22,647.33,193.91,934.03,389.16,1029.27,293.92,0,0,0,0,0,0,0,0,117970.65,83797.62,76176.17,55263.64,0,0,0,0,0,0
72354,Charge      ,1,0,4,60,1786,0.2786,0,45953,0,2.5681,Personal services  ,7,1,0,85.54,0,0,1316.9,3081.93,377.57,1849.04,957.65,0,0,0,0,0,0,0,0,0,0,0,0,31785.9,18515.35,16289.1,29145.52,0,0,0,0,0,0
72355,Charge      ,2,101574,3,96,327,0.1592,0.1155,176322,0,3.4711,Social services    ,12,1,1,545.68,474.97,267.82,473.87,0,0,0,243,318.12,363.36,553.36,128.12,0,0,0,0,0,0,0,0,10197.72,16138.98,4754.2,6503.83,0,0,0,0,0,0
72356,Charge      ,4,0,8,10,0,0.2956,0,2918974,0,6.4867,Misc services      ,10,0,0,26.7,17.8,507.85,0,0,0,0,0,1330.68,3768.08,2884.74,2214.02,0,0,0,0,0,0,0,0,86485.78,27371.98,19592.12,7759.23,0,0,0,0,0,0
72357,Charge      ,0,237273,9,23,1362,0.7969,0,0,1,3.0965,Office supplies    ,6,1,3,181.32,100.54,82.52,314.17,881.3,245.87,0,438.37,10.73,0.13,4.08,6.78,20.54,0,0,0,10975.91,20213,22467.02,35028.64,15250.58,17258.62,23378.48,24555.4,1,0,0,0,0,0
72358,Charge      ,0,16038,8,22,987,0.7969,0,2918974,1,4.7118,Unknown            ,17,1,0,102.08,163.04,44.55,44.55,2040.13,0,1216.62,658.99,33.57,502.57,331.31,204.83,753.6,483.5,0,21.24,38740.13,36988.68,26715.26,27258.35,101850.37,22524.05,40203.26,31249.39,1,0,0,1,0,0
72359,Charge      ,0,0,1,6,1149,0.7969,0,2918974,0,1.8713,Household          ,11,1,0,6.17,19.58,0,0,55.4,0,0,0,45.73,60.62,8.82,97.53,131.87,256.88,0,0,17006.13,26553.84,27421.55,21413.1,65084.97,44353.88,31634.58,23056.44,1,0,0,0,0,0
72360,Charge      ,4,0,3,24,4830,1.9901,0,2918974,1,5.5925,Social services    ,17,1,0,27997.09,13041.15,316.45,1378.99,5468.49,6909.81,3105.78,7337.92,292.11,947.55,683.06,556.6,0,0,0,0,0,0,0,0,146112.69,133380.13,105750.84,180414.79,0,0,0,0,0,0
72361,Charge      ,0,5346,2,27,561,0.7969,0.6824,6338400,0,4.3631,Household          ,12,1,0,450.29,253.86,0,0,0,0,1762.43,3576.33,0,0,0,0,0,0,0,0,0,0,0,0,7002.47,24852.79,16108,15852.98,0,0,0,0,0,0
72362,Charge      ,0,106029,3,8,103,0.0341,0,2918974,0,2.4142,Unknown            ,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.47,212.13,0,3307.48,4953.86,5154.56,1253.11,6629.36,5764.83,5936.18,778.81,1,0,0,0,0,0
72363,Charge      ,5,53460,4,8,0,0.3007,0.1831,198075,0,2.7297,Unknown            ,16,0,0,0,0,0,0,0,0,172.53,0,43.69,230.1,158.78,115.01,1096.03,1004.8,1390.41,342.53,28557.89,26822.24,14672.11,0,58863.32,12763.73,12946.7,1304.11,1,0,0,1,0,0
72364,Charge      ,1,0,4,48,381,0.4766,0.3838,302298,0,5.8088,Household          ,12,1,0,47.21,755.55,0,0,0,432.03,0,0,634.43,6276.62,6212.91,698.14,0,0,0,0,0,0,0,0,51458.42,51946.14,45004.73,29768.94,0,0,0,0,0,0
72365,Charge      ,4,8019,4,187,2169,4.3623,0,2918974,1,5.633,Manufacturing      ,15,1,0,563.82,168.24,369.84,559.76,1960.39,2759.69,589.29,1137.09,4924.37,18404.95,6228.67,17100.65,1219.06,1208.26,1001.14,912.77,112807.61,185559.26,119221.8,92179.18,176170.63,193088.25,112499.52,141997.09,1,0,0,0,0,0
72366,Charge      ,5,321472,9,22,4441,8.3882,0.1155,76060,1,6.5893,Social services    ,18,1,1,53684.21,1559.7,2796.32,4481.02,93946.47,85630.9,58508.73,31578.09,1404.13,1821.68,1321.43,1904.38,670.93,632.44,240.93,151.33,351819.56,408232.92,231313.91,238276.21,703853.85,431019.88,292002.19,223838.78,1,0,0,1,0,0
72367,Charge      ,0,0,7,206,294,0.7969,0,2918974,0,1.4703,Durable goods      ,10,1,0,0,0,0,0,191.6,0,0,0,0,0,0,0,50.31,13.55,21.01,77.78,8021.28,5994.31,5593.78,1833.38,6039.64,4820.85,6233.66,1749.16,0,1,0,0,0,0
72368,Charge      ,4,322898,3,84,403,6.0337,0.4907,2201381,0,6.76,Household          ,16,1,1,4611.72,182.94,2037.58,50.18,1634.02,27.22,0,0,5152.45,2125.99,6116.79,1161.65,304.71,403.13,393.12,220.62,575368.13,529397.74,650335.64,613245.46,837423.36,565867.05,656428.23,560175.78,2,0,0,0,0,0
72369,Charge      ,1,80190,1,355,4830,0.7198,0.1155,118845,1,2.2632,Construction       ,15,1,0,0,0,0,0,2866.72,2154.01,3399.88,3285.98,25.09,54.06,75.89,3.26,53.44,36.42,145.52,27.03,105011.48,82139.45,41148.96,59945.26,62713.77,21065.09,24139.1,19578.23,2,0,0,1,0,0
72370,Charge      ,0,142560,4,73,656,0.7969,0.1155,118845,0,0.8688,Finance            ,14,1,0,134.1,66.48,119.88,0,328.54,0,183.71,643.31,0,0,0,0,0,0,0,0,0,0,0,0,15025.71,4734.97,6791.27,10881.2,0,0,0,0,0,0
72371,Charge      ,1,0,6,50,1486,0.0784,0.8351,7067437,1,2.8081,Misc services      ,11,1,0,3205.82,151.89,243.97,344.89,976.77,967.06,552.17,1526.03,2.83,2.16,4.05,0.94,0,0,0,0,0,0,0,0,12182.58,5910.69,10325.35,9628.02,0,0,0,0,0,0
72372,Charge      ,0,0,3,97,381,0.0014,0,2918974,0,0.1553,Entertainment      ,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,537.14,72.79,596.78,0,0,0,0,0,0
72373,Charge      ,0,232194,4,14,459,0.4159,0.3243,620534,1,5.1034,Finance            ,16,1,0,46.95,125.3,1.76,0.88,0,0,0,0,2214.33,1084.44,2277.63,1021.14,0,0,0,0,0,0,0,0,47764.59,46303.28,29508.14,37460.53,0,0,0,0,0,0
72374,Charge      ,0,0,3,99,981,0.0503,0.3838,705147,1,2.653,Personal services  ,11,1,0,349.75,48.2,62.49,67.88,0,0,0,0,4.68,133.32,25.72,112.28,0,0,0,0,0,0,0,0,4125.66,4368.47,5228.08,9414.38,0,0,0,0,0,0
72375,Charge      ,5,0,2,321,3133,0.6374,0.8113,34207020,0,5.5932,Durable goods      ,10,1,0,0,183.44,0,0,4154.72,0,0,2267.87,500.05,7865.04,5780.26,2584.83,112.15,14.69,210.28,1205.25,104558.74,114572.05,88551.29,121970.45,79739.73,64338.22,46304.63,62126.92,1,1,0,1,0,0
72376,Charge      ,2,31006,3,9,103,0.0541,0.3996,871530,0,1.2112,Transport          ,4,1,0,0,0,0,31.43,109.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11923.51,1.27,0,4012.87,0,0,0,0,0,0
72377,Charge      ,1,0,1,1,490,0.1357,0.231,166383,1,3.9476,Unknown            ,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15666.08,1477.71,12564.62,4602.98,0,0,0,0,0,0
72378,Charge      ,3,0,0,355,577,0.2498,0,2918974,0,1.6556,Finance            ,13,1,0,0,0,0,0,0,0,36.05,0,62.64,172.44,141.55,93.53,52.76,0,0,0,10039.04,7619.28,14405.47,4515.17,11073.11,8106.98,17889.95,2927.33,2,0,0,2,0,0
72379,Charge      ,0,146480,11,7,588,0.9981,0,2918974,0,3.9328,Unknown            ,18,1,0,91.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,359501.4,189648.04,40926.37,52260.75,0,0,0,0,0,0
72380,Charge      ,0,0,1,136,163,0.0996,0,53876,0,2.2012,Misc services      ,11,1,0,67.63,67.63,67.63,67.63,0,0,0,0,240.1,687.87,781.91,146.06,68.02,250.6,91.22,40.99,10092.93,6495.06,8537.89,19962.76,10433.89,6775.49,9666.41,13735.24,0,0,0,0,0,0
72381,Charge      ,1,0,4,41,381,0.4696,0,2918974,0,5.6903,Entertainment      ,15,1,0,318.15,157.32,169.98,158.45,0,0,0,0,2197.44,726.83,1985.57,938.7,0,0,0,0,0,0,0,0,110914.17,33762.08,48932.98,27863.75,0,0,0,0,0,0
72382,Charge      ,0,0,7,7,0,0.0271,0,2918974,0,0.8092,Unknown            ,12,1,0,0,0,0,0,0,97.2,0,0,0,0,0,0,0,30.44,0,0,660.12,4262,522.18,0,343.58,5450.3,742.04,0,1,1,0,0,0,0
72383,Charge      ,0,0,4,14,168,0.0089,0,2918974,0,2.3079,Unknown            ,11,1,0,0,0,0,0,0,0,0,0,95.92,7.08,8.51,94.49,286.25,563.75,348.84,567.04,1187.62,1352.67,949.65,1556.62,1732.76,1322.42,1006.64,1289.18,0,0,0,0,0,0
72384,Charge      ,5,0,3,21,981,5.5308,0.4142,87153,1,6.8021,Household          ,20,1,0,0,40.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,351195.74,415036.47,438500.99,356163.04,577797.08,520834.69,336727.96,124294.52,1,0,0,0,0,0
72385,Charge      ,0,0,10,7,1471,1.4147,0,0,1,3.2137,Office supplies    ,11,1,1,0,162.54,0,0,0,540.21,0,1192.06,2.56,56.26,0.32,58.5,0,0,0,0,0,0,0,0,88946.51,31564.25,4783.66,55882.28,0,0,0,0,0,0
72386,Charge      ,0,0,4,16,1596,0.7969,0.3243,78405,1,1.9951,Office supplies    ,16,1,0,2.65,70.34,67.15,0,1813.79,2489.68,507.27,924.05,134.98,27.24,144.57,17.65,104.2,54.46,134.86,283.71,21584.28,18583.8,21314.15,27529.57,16740.14,8114.4,10971.25,9849.92,0,0,0,0,0,0
72387,Charge      ,4,32076,4,340,577,0.7168,0,2918974,0,5.0873,Social services    ,9,1,0,2293.4,367.01,2937.32,188.53,4688.07,18557.84,0,7763.3,1850.38,1784.01,274.67,3359.72,0,0,0,0,0,0,0,0,47924.61,48627.76,37413.65,45627.94,0,0,0,0,0,0
72388,Charge      ,11,0,2,11,0,0.0026,0,2918974,0,0.9543,Unknown            ,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.45,0,0,300.73,0,1782,891,7.28,8.76,0,50.95,2,0,0,0,0,0
72389,Charge      ,1,111731,4,287,577,0.0549,0,2918974,0,2.8173,Finance            ,11,1,0,0,0,0,0,911.33,0,0,574.26,139.81,28.21,109.96,58.06,932.67,812.06,706.14,681.53,5121.11,5139.84,5003.51,5837.15,7989.8,4913.86,5230.97,5643.47,0,0,0,0,0,0
72390,Charge      ,2,52390,5,45,1167,0.6886,0.4142,1592709,1,4.1639,Construction       ,13,1,0,190.18,148.58,261.97,142.85,833.6,398.54,1.94,153.76,1158.7,372.75,203.07,1328.38,0,0,0,0,0,0,0,0,80425.04,53315.18,52746.87,138314.07,0,0,0,0,0,0
72391,Charge      ,0,102910,8,9,0,0.7969,0.231,144841,0,0.9706,Unknown            ,10,1,0,231.5,0,0,0,0,0,0,0,0,0,0,0,994.53,1059,623.65,256.34,4415.07,8034.25,5292.17,5530.67,5513.53,8205.36,8354.88,1064.86,0,0,0,0,0,0
72392,Charge      ,2,0,1,171,321,0.1344,0.2986,396150,0,3.0725,Construction       ,12,1,3,8.56,475.51,65.63,0,0,3252.41,2162.29,6471.63,0,0,0,0,0,0,0,0,0,0,0,0,9151.79,18283.19,7464.89,17844.94,0,0,0,0,0,0
72393,Charge      ,0,0,4,14,381,0.7969,0.1155,110922,0,0.8016,Social services    ,9,1,0,0,0,0,0,262.93,301.27,0,0,38.78,51.67,78.3,12.15,0,0,0,0,0,0,0,0,961.23,741.88,558.91,1098.76,0,0,0,0,0,0
72394,Charge      ,0,0,4,70,654,0.7969,0.1155,95076,0,2.5079,Household          ,13,1,0,0,0,0,0,0,0,0,0,3.51,22.98,10.44,16.05,1551.23,1316.16,1469.18,2074.25,4210.74,4149.65,4615.83,5314.92,3600.34,1749.61,1815.67,2020.15,1,0,0,0,0,0
72395,Charge      ,0,32076,3,11,1635,0.7969,0,2918974,1,2.7034,Consumables        ,16,1,0,0,0,0,0,115.93,0,0,1434.69,0,0,0,0,329.63,0,98.67,103.82,20771.76,3829.84,43530.59,47814.64,11610.54,2835.06,25885.27,24370.15,1,0,0,0,0,0
72396,Charge      ,1,49183,2,26,490,0.4466,0,2918974,0,4.4507,Unknown            ,16,1,0,0,0,0,0,215.71,0,362.83,0,19.33,45.19,64.09,0.43,0,0,0,0,0,0,0,0,32311.58,36469.39,28858.59,26602.05,0,0,0,0,0,0
72397,Charge      ,1,211612,4,51,761,0.0161,0,2918974,0,0.8904,Social services    ,9,1,0,0,15.23,17.06,21.09,0,0,0,0,0,0,0,0,0,0,0,0,1975,1986.9,6306.79,6362.91,1472.81,883.84,819.54,5316.99,0,0,0,0,0,0
72398,Charge      ,6,0,1,112,1765,1.4519,0,2918974,1,5.2728,Construction       ,15,1,1,1005.98,1298.02,969.03,3561.72,6407.4,1200.5,4187.32,10916.02,1096.49,2995.58,1029.58,3062.49,0,0,0,0,0,0,0,0,190947.16,52375.44,171405.42,91560.81,0,0,0,0,0,0
72399,Charge      ,1,267300,2,24,1155,1.3614,0.3838,1058451,1,1.6856,Social services    ,8,1,0,17352.42,1387.88,462.13,1317.99,2859.18,1516.49,3785.47,88.5,297.03,88.58,142.51,243.1,0,0,0,0,0,0,0,0,100920.64,49526.27,51870.11,71097.73,0,0,0,0,0,0
72400,Charge      ,1,213840,0,108,1635,1.0057,0,2918974,1,4.3967,Consumables        ,14,1,0,76.49,39.14,18.68,252.8,8518.57,0,409.47,0,757.29,375.91,646.32,486.88,1401.09,1416.97,637.89,937.98,108370.52,83600.4,47270.78,40311.38,259742.5,85010.48,50281.18,37387.23,1,0,1,0,0,0
72401,Charge      ,0,192456,3,55,1555,0.7969,0,2918974,1,1.1903,Unknown            ,14,1,0,0.88,48.99,236.77,15.9,0,0,338.65,0,123.42,59.61,101.24,81.79,0,0,0,0,0,0,0,0,19894.41,8710.24,16587.76,6706.87,0,0,0,0,0,0
72402,Charge      ,0,0,2,42,1308,0.707,0.1155,110922,1,1.6902,Misc services      ,11,1,0,83.58,34.84,47.82,42.85,623.09,0,450.72,161.27,15.26,8.19,8.25,15.2,0,0,0,0,0,0,0,0,33314.73,34219.53,16076.93,22253.32,0,0,0,0,0,0
72403,Charge      ,1,0,8,183,495,0.3393,0,2918974,0,2.0806,Personal services  ,12,1,0,64.15,1233.78,2175.8,466.76,3143.87,1357.4,1567.47,3042.23,187.55,48.67,195.78,40.44,0,0,0,0,0,0,0,0,35110.02,15271.56,14591.73,21911.98,0,0,0,0,0,0
72404,Charge      ,0,82863,7,97,752,0.0206,0,75268,0,1.3403,Construction       ,9,1,1,71.85,148.72,49.3,53.41,0,0,0,0,434.22,121.7,288.92,267,0,0,0,0,0,0,0,0,3455.12,3856.25,2343.83,1718.08,0,0,0,0,0,0
72405,Charge      ,4,0,4,355,981,0.2102,0,2918974,0,3.9035,Personal services  ,12,1,1,980.69,256.49,8.82,350.89,0,369.45,7045.73,68.53,169.98,131.32,244.15,57.15,0,0,0,0,0,0,0,0,40160.03,20028.79,62876.02,36739.87,0,0,0,0,0,0
72406,Charge      ,0,106920,1,12,3062,1.9162,0.1155,102999,1,4.9447,Manufacturing      ,13,1,0,3591.93,1130.89,3497.84,2835.72,5646.42,1895.1,1418.96,2828.25,1698.89,1215.83,1657.65,1257.07,0,0,0,0,0,0,0,0,178150.92,127710.15,111615.09,51729.37,0,0,0,0,0,0
72407,Charge      ,4,0,4,21,690,0.8125,0.3466,131047,0,6.3048,Consumables        ,15,1,0,168.4,124.74,320.72,237.89,0,0,0,0,716.63,1042.39,37.86,1721.16,0,0,0,0,0,0,0,0,268440.37,108065.32,125355.33,49193.92,0,0,0,0,0,0
72408,Charge      ,4,120819,5,51,4830,3.8396,0,2918974,1,5.9965,Transport          ,15,1,0,728.45,1308.2,6570.19,870.74,7352.54,12134.17,4294.45,22158.21,989.67,3241.68,225.82,4005.53,0,0,0,0,0,0,0,0,149898.37,144486.94,120089.9,165763.57,0,0,0,0,0,0
72409,Charge      ,0,0,2,188,272,0.1687,0,87153,0,1.6025,Entertainment      ,10,1,0,0,0,0,0,0,0,0,0,30,37.2,30.96,36.24,0,0,0,0,0,0,0,0,8870.29,1974.93,4492.45,3718.43,0,0,0,0,0,0
72410,Charge      ,2,90882,5,19,572,1.0401,0,2918974,0,6.0853,Social services    ,15,1,0,863.07,1047.5,687.46,335.26,4029.66,877.96,1157.2,1944.76,1540.44,1048.25,1341.83,1246.86,0,0,0,0,0,0,0,0,95584.79,68623.59,74181.57,36234.8,0,0,0,0,0,0
72411,Charge      ,1,29937,1,198,376,0.0512,0.1155,158460,0,0.9687,Social services    ,13,1,1,0,0,0,0,718.4,0,0,0,37.33,27.59,34.01,30.91,0,0,0,0,0,0,0,0,6264.15,5184.54,6021.54,3423.5,0,0,0,0,0,0
72412,Charge      ,1,0,1,169,762,0.1126,0.3243,4291780,0,1.7659,Non durable goods  ,10,1,0,137.68,1487.55,53.37,53.37,252.28,204.72,0,0,1099.72,216.53,1218.16,98.09,0,0,0,0,0,0,0,0,10294.6,10088.39,10906.45,1838.82,0,0,0,0,0,0
72413,Charge      ,0,20136,2,252,381,0.1005,0,2918974,0,1.4805,Unknown            ,11,1,0,2005.51,837.43,289.71,17.73,254.69,394.17,0,68.97,39.23,104,91.72,51.51,0,0,0,0,0,0,0,0,12127.99,8888.84,6442.92,7159.36,0,0,0,0,0,0
72414,Charge      ,0,0,4,49,381,0.0068,0,2918974,0,1.5774,Unknown            ,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1174.94,774.56,329.09,4731.19,0,0,0,0,0,0
72415,Charge      ,2,0,6,33,490,0.3402,0.1155,91314,0,3.9159,Misc services      ,12,1,0,227.07,25.8,17.79,59.62,0,0,0,0,65.64,313.66,368.5,10.8,0,0,0,0,0,0,0,0,31890.18,14704.1,15849.96,16691.21,0,0,0,0,0,0
72416,Charge      ,0,45975,8,84,1318,0.393,0.1831,253536,1,3.6298,Transport          ,14,1,0,80.15,80.15,89.64,293.71,4257.25,287.23,1260.66,101.22,64.69,204.34,83.78,185.25,0,0,0,0,0,0,0,0,40544.21,25145.19,23150.54,19051.15,0,0,0,0,0,0
72417,Charge      ,0,0,2,78,1558,0.7969,0,2918974,0,1.7004,Finance            ,9,1,2,212.9,26.64,26.64,24.23,1267.29,0,0,0,275.06,324.67,517.33,82.4,0,0,0,0,0,0,0,0,13963.09,8274.02,7978.39,11262.38,0,0,0,0,0,0
72418,Charge      ,0,0,0,218,664,0.2697,0.231,198075,0,5.9905,Social services    ,12,1,0,1165.11,2931.87,1427.9,805.48,0,81.43,0,0,1149.87,640.01,643.04,1146.84,0,0,0,0,0,0,0,0,27410.82,23011.93,24329.52,16857.42,0,0,0,0,0,0
72419,Charge      ,0,0,1,5,812,0.7969,0.5152,1505370,0,3.499,Misc services      ,11,1,0,1639.34,383.11,1052.48,1816.33,4207.92,1265.12,237.34,610.88,4774.21,652.19,3755.04,1671.36,0,0,0,0,0,0,0,0,77361.34,51687.36,39366.08,40754,0,0,0,0,0,0
72420,Charge      ,10,0,0,159,4830,1.891,0,2918974,0,6.0274,Misc services      ,19,1,0,919.88,386.71,2844.48,495.75,23194.87,13624.57,17625.42,22853.74,2508.04,5245.41,7585.35,168.1,1706.1,1531.63,1638.99,2434.27,117103.21,90526.46,137623.98,150194.28,184391.78,73544.68,140655.55,148391.31,2,0,0,1,0,0
72421,Charge      ,0,0,2,85,981,0.7969,0.1155,95076,1,1.92,Finance            ,15,1,0,0,0,0,0,2444.39,0,0,0,527.66,1055.9,82.39,1501.17,335.17,301.38,400.33,424.02,16465.99,11132.05,8743.2,10217.74,24402.76,11389.48,8987.97,11446.03,0,0,1,0,0,0
72422,Charge      ,0,0,1,12,190,0.0024,0,2918974,0,1.7802,Misc services      ,12,1,0,141.64,94.43,0,0,0,0,0,0,0.12,15.05,13.5,1.67,0,0,0,0,0,0,0,0,211.23,128.55,0,0,0,0,0,0,0,0
72423,Charge      ,1,0,4,147,756,0.1227,0.1155,104198,1,1.7407,Entertainment      ,16,1,0,331.99,134.71,281,150.56,1003.24,117.06,0,331.61,29.6,11.24,30.89,9.95,66.86,46.68,0,139.32,7068.43,8686.71,7362.09,6859.42,12389.19,8844.53,5430.9,5022.95,0,1,0,0,1,0
72424,Charge      ,1,20314,3,5,0,0.0307,0,2918974,0,1.1643,Unknown            ,9,1,0,0,0,0,0,1634.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16271.12,975.2,0,0,0,0,0,0,0,0
72425,Charge      ,0,0,1,25,757,1.4331,0.1155,95076,0,6.6853,Non durable goods  ,16,1,0,96.28,1848.13,48.14,0,206.38,2390.49,7.29,107.15,106.82,994.9,451.42,650.3,0,0,0,0,0,0,0,0,133307.81,124656.48,55614.91,194983.39,0,0,0,0,0,0
72426,Charge      ,0,0,1,332,1253,0.4965,0.6148,871530,1,0.5573,Consumables        ,3,1,1,0,0,178.2,17.77,150.43,0,0,0,11.45,69.55,43.53,37.47,0,0,0,0,0,0,0,0,69645.34,72098.59,49123.06,50632.1,0,0,0,0,0,0
72427,Charge      ,0,0,5,29,981,0.0001,0,2918974,1,0,Unknown            ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72428,Charge      ,0,0,3,152,229,0.7969,0.1155,134691,0,0.926,Social services    ,9,1,0,18.71,115.35,0,0,0,0,0,0,19.22,34.27,10.66,42.83,0,0,0,0,0,0,0,0,13136.32,8721.71,4969.9,3697.59,0,0,0,0,0,0
72429,Charge      ,2,211523,0,126,2496,0.8799,0,49122,1,3.4486,Misc services      ,8,1,0,127.96,111.28,104.12,59.63,7779.62,5300.49,5033.39,12291.33,54.75,206.94,155.33,106.36,0,0,0,0,0,0,0,0,45176.35,42925.41,112677.5,48663.22,0,0,0,0,0,0
72430,Charge      ,0,89812,1,109,479,0.0567,0.1831,113625,0,2.1852,Entertainment      ,9,1,0,962.66,0,0,0,0,0,0,0,82.77,120.49,75.46,127.8,119.46,216.47,187.66,130,4287.26,3595.3,5025.92,3441.59,13975.64,2536.81,3961.63,5810.62,0,0,0,0,0,0
72431,Charge      ,0,160380,0,48,941,0.7969,0.3243,666901,0,4.1685,Entertainment      ,16,1,0,1802.81,1867.1,440.09,1089.76,0.01,730.44,0,0,1054.93,218.14,123.16,1149.91,0,2.61,0,0,19187.17,36735.66,17979.48,21104.03,28791.79,27009.52,15809.09,17239.6,0,0,0,0,0,0
72432,Charge      ,0,303652,3,287,479,0.0091,0.1155,229767,0,0.5894,Durable goods      ,9,1,0,0,0,0,0,754.47,0,498.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1765.16,918.97,2151.56,572.38,0,0,0,0,0,0
72433,Charge      ,1,0,5,7,0,0.067,0,2918974,0,1.3245,Office supplies    ,14,6,0,80.39,64.45,28.49,42.42,33.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26591.77,4640.39,7848.11,2323.06,0,0,0,0,0,0
72434,Charge      ,0,0,9,81,430,0.7969,0,2918974,0,0.7267,Unknown            ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.39,0,0,147.05,0,0,0,0,0,0
72435,Charge      ,0,0,3,108,1188,0.0487,0,2918974,1,1.2826,Personal services  ,14,1,2,0,0,49.01,0,0,0,0,0,84.33,38.17,86.62,35.88,0,0,0,0,749.61,3231.67,3536.28,623.37,1044.76,4800.45,4963.24,424.38,0,0,0,0,0,0
72436,Charge      ,1,0,1,36,981,7.2661,0,2918974,1,5.0212,Unknown            ,16,1,0,823.72,5726.44,6832.29,1605.41,72173.52,26294.17,6224.4,6333.57,97.92,651.36,631.63,117.65,0,0,0,0,0,0,0,0,472744.77,317309.73,121820.96,113798.33,0,0,0,0,0,0
72437,Charge      ,2,80190,1,14,294,0.6853,0,2918974,0,3.9448,Finance            ,15,1,0,2349.1,478.5,1419.07,935.21,0,0,331.66,8.63,1058.99,1113.42,1773.77,398.64,0,0,0,0,0,0,0,0,46972.47,49824.84,51548.45,106145.97,0,0,0,0,0,0
72438,Charge      ,0,0,1,103,1504,0.7969,0.2986,466367,1,4.9364,Social services    ,12,1,0,4316.51,4600.52,2473.04,798.99,24.6,1220.61,736.4,2059.43,2789.08,961.5,3157.3,593.28,0,0,0,0,0,0,0,0,80723.31,68998.53,71794.22,74441.08,0,0,0,0,0,0
72439,Charge      ,0,5346,3,11,106,0.0106,0,0,0,0,Consumables        ,0,1,0,17.74,13.93,15.09,1.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1150.52,683.17,337.95,1795.73,0,0,0,0,0,0
72440,Charge      ,1,0,2,37,981,0.738,0,2918974,1,3.0951,Social services    ,13,1,0,61.32,161.15,81.54,759.92,13484.81,2562.39,3204.49,817.45,1338.49,283.24,375.38,1246.35,1688.58,1349.67,1174.84,1224.78,58730.22,32882.36,43913.54,33871.2,88331.39,32748.36,42451.23,31880.54,1,0,0,0,0,0
72441,Charge      ,3,49896,12,5,0,0.037,0,2918974,0,0.5123,Unknown            ,12,3,0,0,0,0,0,0,0,2027.3,0,0,0,0,0,0,95.18,0,0,3070.59,7340.28,4712.64,112.36,4450.89,11398.9,6966.47,56.87,2,0,1,0,0,1
